MIDAS ID, Legacy MIDAS ID, Site Name,,,,,,,,,
1CA11B60B214133BE053812011AC9DD8,30036462,MIDAS site at A1/2951A priority 1 on link 200127568; GPS Ref: 448599;418316; Northbound,,,,,,,,,
,,,,,,,,,,,
Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2023/1/10,23:59:00,1,86,28,2,7,49,92.8,15,200127568,17
2023/1/11,0:14:00,2,91,28,5,10,48,92.59,15,200127568,17
2023/1/11,0:29:00,2,83,33,1,3,46,94.45,15,200127568,17
2023/1/11,0:44:00,2,80,24,6,11,39,95.08,15,200127568,17
2023/1/11,0:59:00,2,64,7,4,5,48,90.89,15,200127568,17
2023/1/11,1:14:00,2,72,14,5,9,44,93.09,15,200127568,17
2023/1/11,1:29:00,2,67,21,5,2,39,94.39,15,200127568,17
2023/1/11,1:44:00,2,80,14,1,15,50,92.1,15,200127568,17
2023/1/11,1:59:00,2,65,11,2,4,48,92.1,15,200127568,17
2023/1/11,2:14:00,2,78,20,4,7,47,93.67,15,200127568,17
2023/1/11,2:29:00,2,107,24,11,17,55,95.91,15,200127568,17
2023/1/11,2:44:00,2,87,14,7,13,53,94.33,15,200127568,17
2023/1/11,2:59:00,2,87,13,4,14,56,92.53,15,200127568,17
2023/1/11,3:14:00,2,87,26,3,6,52,94.13,15,200127568,17
2023/1/11,3:29:00,2,99,36,6,6,51,95.06,15,200127568,17
2023/1/11,3:44:00,2,90,16,6,9,59,93.52,15,200127568,17
2023/1/11,3:59:00,2,88,17,2,14,55,93.15,15,200127568,17
2023/1/11,4:14:00,2,94,20,5,13,56,93.97,15,200127568,17
2023/1/11,4:29:00,2,108,35,5,14,54,96.21,15,200127568,17
2023/1/11,4:44:00,2,132,36,12,23,61,97.61,15,200127568,17
2023/1/11,4:59:00,2,151,48,10,20,73,94.26,15,200127568,17
2023/1/11,5:14:00,2,241,75,23,24,119,94.43,15,200127568,17
2023/1/11,5:29:00,2,255,128,23,24,80,99.02,15,200127568,17
2023/1/11,5:44:00,2,291,138,21,32,100,98.08,15,200127568,17
2023/1/11,5:59:00,2,342,185,31,33,93,98.85,15,200127568,17
2023/1/11,6:14:00,2,445,224,57,40,124,96.81,15,200127568,17
2023/1/11,6:29:00,2,573,345,64,42,122,95.1,15,200127568,17
2023/1/11,6:44:00,2,643,359,87,61,136,92.14,15,200127568,17
2023/1/11,6:59:00,2,731,440,100,63,128,91.07,15,200127568,17
2023/1/11,7:14:00,2,753,445,92,73,143,88.83,15,200127568,17
2023/1/11,7:29:00,2,848,538,106,61,143,87.34,15,200127568,17
2023/1/11,7:44:00,2,784,505,95,67,117,77.43,15,200127568,17
2023/1/11,7:59:00,2,697,415,80,61,141,50.64,15,200127568,17
2023/1/11,8:14:00,2,677,436,83,44,114,47.71,15,200127568,17
2023/1/11,8:29:00,2,737,470,72,68,127,60.19,15,200127568,17
2023/1/11,8:43:00,2,694,448,62,64,120,52.87,14,200127568,17
2023/1/11,8:59:00,2,606,374,80,49,103,94.93,15,200127568,17
2023/1/11,9:14:00,2,594,353,59,58,124,93.81,15,200127568,17
2023/1/11,9:29:00,2,539,302,65,40,132,95.36,15,200127568,17
2023/1/11,9:44:00,2,526,322,38,48,118,96.45,15,200127568,17
2023/1/11,9:59:00,2,525,308,61,49,107,97.25,15,200127568,17
2023/1/11,10:14:00,2,513,299,49,59,106,96.37,15,200127568,17
2023/1/11,10:29:00,2,502,298,45,55,104,95.84,15,200127568,17
2023/1/11,10:44:00,2,525,290,47,62,126,94.69,15,200127568,17
2023/1/11,10:59:00,2,484,255,54,51,124,95.33,15,200127568,17
2023/1/11,11:14:00,2,514,281,59,49,125,95.45,15,200127568,17
2023/1/11,11:29:00,2,485,261,52,49,123,95.73,15,200127568,17
2023/1/11,11:44:00,2,547,308,43,54,142,93.95,15,200127568,17
2023/1/11,11:59:00,2,462,231,58,47,126,96.61,15,200127568,17
2023/1/11,12:14:00,2,553,309,64,54,126,94.95,15,200127568,17
2023/1/11,12:29:00,2,539,313,58,60,108,95.33,15,200127568,17
2023/1/11,12:44:00,2,561,326,58,56,121,94.84,15,200127568,17
2023/1/11,12:59:00,2,509,299,40,46,124,94.13,15,200127568,17
2023/1/11,13:14:00,2,557,344,49,43,121,97.04,15,200127568,17
2023/1/11,13:29:00,2,489,270,46,52,121,94.62,15,200127568,17
2023/1/11,13:44:00,2,553,325,59,60,109,92.43,15,200127568,17
2023/1/11,13:59:00,2,472,259,49,60,104,87.73,15,200127568,17
2023/1/11,14:14:00,2,644,396,53,66,129,86.53,15,200127568,17
2023/1/11,14:29:00,2,567,358,43,43,123,91.88,15,200127568,17
2023/1/11,14:44:00,2,605,354,70,55,126,92.23,15,200127568,17
2023/1/11,14:59:00,2,616,385,55,42,134,93.06,15,200127568,17
2023/1/11,15:14:00,2,508,329,44,42,93,93.25,15,200127568,17
2023/1/11,15:29:00,2,732,489,66,43,134,86.2,15,200127568,17
2023/1/11,15:44:00,2,663,431,68,53,111,91.36,15,200127568,17
2023/1/11,15:59:00,2,643,422,71,41,109,93.2,15,200127568,17
2023/1/11,16:14:00,2,650,438,75,31,106,93.54,15,200127568,17
2023/1/11,16:29:00,2,674,497,62,27,88,91.89,15,200127568,17
2023/1/11,16:44:00,2,674,498,57,36,83,86.55,15,200127568,17
2023/1/11,16:59:00,2,736,545,57,35,99,90,15,200127568,17
2023/1/11,17:14:00,2,693,535,44,35,79,89.06,15,200127568,17
2023/1/11,17:29:00,2,675,533,47,25,70,91.51,15,200127568,17
2023/1/11,17:44:00,2,698,550,59,22,67,89.25,15,200127568,17
2023/1/11,17:59:00,2,719,582,47,16,74,89.18,15,200127568,17
2023/1/11,18:14:00,2,704,571,42,31,60,92.36,14,200127568,17
2023/1/11,18:29:00,2,788,624,42,34,88,86.85,15,200127568,17
2023/1/11,18:44:00,2,758,614,39,27,78,86.3,15,200127568,17
2023/1/11,18:59:00,2,727,579,40,26,82,88.91,15,200127568,17
2023/1/11,19:14:00,2,746,555,53,30,108,89.71,15,200127568,17
2023/1/11,19:29:00,2,447,317,23,21,86,95.48,15,200127568,17
2023/1/11,19:44:00,2,331,228,30,15,58,100.56,15,200127568,17
2023/1/11,19:59:00,2,312,213,17,18,64,102.05,15,200127568,17
2023/1/11,20:14:00,2,267,197,11,12,47,104.49,15,200127568,17
2023/1/11,20:29:00,2,271,184,18,14,55,102.25,15,200127568,17
2023/1/11,20:44:00,2,253,187,13,11,42,104.55,15,200127568,17
2023/1/11,20:59:00,2,236,152,12,11,61,102,15,200127568,17
2023/1/11,21:14:00,2,207,139,18,10,40,104.13,15,200127568,17
2023/1/11,21:29:00,2,179,128,8,5,38,102.56,15,200127568,17
2023/1/11,21:44:00,2,188,121,11,6,50,100.64,15,200127568,17
2023/1/11,21:59:00,2,158,92,10,10,46,99.34,15,200127568,17
2023/1/11,22:14:00,2,156,98,10,7,41,101.43,15,200127568,17
2023/1/11,22:29:00,2,121,80,6,6,29,100.98,15,200127568,17
2023/1/11,22:44:00,2,121,64,11,10,36,99.87,15,200127568,17
2023/1/11,22:59:00,2,90,48,7,3,32,99.83,15,200127568,17
2023/1/11,23:14:00,2,102,53,4,5,40,97.07,15,200127568,17
2023/1/11,23:29:00,2,119,47,6,9,57,94.69,15,200127568,17
2023/1/11,23:44:00,2,109,49,4,7,49,94.46,15,200127568,17
2023/1/11,23:59:00,2,88,36,4,6,42,92.32,15,200127568,17
2023/1/12,0:14:00,3,95,36,9,14,36,93.58,15,200127568,17
2023/1/12,0:29:00,3,99,34,8,12,45,93.02,15,200127568,17
2023/1/12,0:44:00,3,85,28,7,9,41,93.29,15,200127568,17
2023/1/12,0:59:00,3,86,23,2,10,51,92.07,15,200127568,17
2023/1/12,1:14:00,3,77,25,5,5,42,94.17,15,200127568,17
2023/1/12,1:29:00,3,88,20,3,8,57,91.33,15,200127568,17
2023/1/12,1:44:00,3,99,17,6,14,62,91.81,15,200127568,17
2023/1/12,1:59:00,3,78,14,4,5,55,90.97,15,200127568,17
2023/1/12,2:14:00,3,92,16,10,13,53,93.86,15,200127568,17
2023/1/12,2:29:00,3,83,15,3,12,53,89.97,15,200127568,17
2023/1/12,2:44:00,3,86,13,5,14,54,92.26,15,200127568,17
2023/1/12,2:59:00,3,98,15,11,16,56,92.17,15,200127568,17
2023/1/12,3:14:00,3,84,25,3,5,51,93.13,15,200127568,17
2023/1/12,3:29:00,3,105,22,6,8,69,90.57,15,200127568,17
2023/1/12,3:44:00,3,88,20,6,4,58,92.36,15,200127568,17
2023/1/12,3:59:00,3,80,23,4,12,41,94.06,15,200127568,17
2023/1/12,4:14:00,3,98,14,8,10,66,92.33,15,200127568,17
2023/1/12,4:29:00,3,115,30,7,13,65,93.96,15,200127568,17
2023/1/12,4:44:00,3,150,45,14,16,75,96.99,15,200127568,17
2023/1/12,4:59:00,3,154,46,8,19,81,94.31,15,200127568,17
2023/1/12,5:14:00,3,189,70,16,22,81,96.04,15,200127568,17
2023/1/12,5:29:00,3,294,139,22,23,110,94.94,15,200127568,17
2023/1/12,5:44:00,3,324,170,21,33,100,97.14,15,200127568,17
2023/1/12,5:59:00,3,315,149,36,31,99,97.52,15,200127568,17
2023/1/12,6:14:00,3,475,251,54,41,129,95.16,15,200127568,17
2023/1/12,6:29:00,3,584,335,61,59,129,92.78,15,200127568,17
2023/1/12,6:44:00,3,722,416,96,60,150,90.5,15,200127568,17
2023/1/12,6:59:00,3,730,425,101,69,135,90.88,15,200127568,17
2023/1/12,7:14:00,3,750,473,89,48,140,88.92,15,200127568,17
2023/1/12,7:29:00,3,751,479,90,73,109,63.62,15,200127568,17
2023/1/12,7:44:00,3,612,399,60,50,103,38.09,15,200127568,17
2023/1/12,7:59:00,3,652,408,77,55,112,49.99,15,200127568,17
2023/1/12,8:14:00,3,643,401,75,45,122,41.88,15,200127568,17
2023/1/12,8:29:00,3,687,418,75,64,130,54.88,15,200127568,17
2023/1/12,8:43:00,3,610,376,64,56,114,57.66,14,200127568,17
2023/1/12,8:59:00,3,700,451,72,51,126,92.93,15,200127568,17
2023/1/12,9:14:00,3,575,324,56,67,128,94.64,15,200127568,17
2023/1/12,9:29:00,3,579,345,43,61,130,95.04,15,200127568,17
2023/1/12,9:44:00,3,573,324,64,54,131,95.32,15,200127568,17
2023/1/12,9:59:00,3,538,299,45,54,140,95.83,15,200127568,17
2023/1/12,10:14:00,3,518,288,43,60,127,96.76,15,200127568,17
2023/1/12,10:29:00,3,480,261,39,56,124,95.06,15,200127568,17
2023/1/12,10:44:00,3,541,298,62,56,125,96.72,15,200127568,17
2023/1/12,10:59:00,3,545,314,51,50,130,95.29,15,200127568,17
2023/1/12,11:14:00,3,497,283,40,63,111,96.95,15,200127568,17
2023/1/12,11:29:00,3,556,324,50,64,118,93.46,15,200127568,17
2023/1/12,11:44:00,3,529,314,45,52,118,95.85,15,200127568,17
2023/1/12,11:59:00,3,518,281,75,50,112,95.38,15,200127568,17
2023/1/12,12:14:00,3,571,330,54,55,132,94.7,15,200127568,17
2023/1/12,12:29:00,3,561,343,49,58,111,95.68,15,200127568,17
2023/1/12,12:44:00,3,540,310,48,56,126,95.02,15,200127568,17
2023/1/12,12:59:00,3,517,299,50,43,125,94.8,15,200127568,17
2023/1/12,13:14:00,3,597,349,64,52,132,90.49,15,200127568,17
2023/1/12,13:29:00,3,638,388,62,45,143,93.96,15,200127568,17
2023/1/12,13:44:00,3,524,306,50,54,114,93.69,15,200127568,17
2023/1/12,13:59:00,3,652,389,65,56,142,88.19,15,200127568,17
2023/1/12,14:14:00,3,593,371,56,54,112,88.38,15,200127568,17
2023/1/12,14:29:00,3,608,365,56,55,132,91.16,15,200127568,17
2023/1/12,14:44:00,3,690,439,64,55,132,92.58,15,200127568,17
2023/1/12,14:59:00,3,697,435,75,58,129,90.38,15,200127568,17
2023/1/12,15:14:00,3,669,429,84,43,113,88.55,15,200127568,17
2023/1/12,15:29:00,3,684,459,66,51,108,90.59,15,200127568,17
2023/1/12,15:44:00,3,726,499,78,56,93,92.1,15,200127568,17
2023/1/12,15:59:00,3,646,453,63,35,95,94.06,15,200127568,17
2023/1/12,16:14:00,3,658,449,73,35,101,94.31,15,200127568,17
2023/1/12,16:29:00,3,691,475,91,28,97,93.41,15,200127568,17
2023/1/12,16:44:00,3,577,412,49,27,89,91.56,15,200127568,17
2023/1/12,16:59:00,3,726,541,71,32,82,90.58,15,200127568,17
2023/1/12,17:14:00,3,715,563,54,30,68,91.35,15,200127568,17
2023/1/12,17:29:00,3,765,599,54,29,83,92.29,15,200127568,17
2023/1/12,17:44:00,3,663,521,38,28,76,93.65,15,200127568,17
2023/1/12,17:59:00,3,647,513,41,30,63,95.29,15,200127568,17
2023/1/12,18:14:00,3,544,426,30,25,63,96.97,14,200127568,17
2023/1/12,18:29:00,3,457,356,27,17,57,97.49,15,200127568,17
2023/1/12,18:44:00,3,572,454,33,23,62,97.64,15,200127568,17
2023/1/12,18:59:00,3,503,374,29,20,80,98.48,15,200127568,17
2023/1/12,19:14:00,3,466,371,18,19,58,94.51,15,200127568,17
2023/1/12,19:29:00,3,417,341,15,19,42,101.7,15,200127568,17
2023/1/12,19:44:00,3,365,263,29,17,56,102.6,15,200127568,17
2023/1/12,19:59:00,3,356,247,26,12,71,100.32,15,200127568,17
2023/1/12,20:14:00,3,307,229,20,14,44,104.24,15,200127568,17
2023/1/12,20:29:00,3,283,208,14,12,49,102.34,15,200127568,17
2023/1/12,20:44:00,3,260,188,19,7,46,104.16,15,200127568,17
2023/1/12,20:59:00,3,254,181,13,13,47,103.86,15,200127568,17
2023/1/12,21:14:00,3,246,188,5,14,39,103.93,15,200127568,17
2023/1/12,21:29:00,3,216,157,11,12,36,102.24,15,200127568,17
2023/1/12,21:44:00,3,185,128,8,7,42,101.36,15,200127568,17
2023/1/12,21:59:00,3,206,139,9,6,52,100.96,15,200127568,17
2023/1/12,22:14:00,3,188,140,8,7,33,101.85,15,200127568,17
2023/1/12,22:29:00,3,185,123,13,6,43,100.91,15,200127568,17
2023/1/12,22:44:00,3,167,112,7,5,43,97.07,15,200127568,17
2023/1/12,22:59:00,3,160,95,12,7,46,96.46,15,200127568,17
2023/1/12,23:14:00,3,122,75,3,5,39,94.89,15,200127568,17
2023/1/12,23:29:00,3,106,54,7,4,41,94.35,15,200127568,17
2023/1/12,23:44:00,3,103,39,7,10,46,93.04,13,200127568,17
2023/1/12,23:59:00,3,103,37,10,11,45,91.1,15,200127568,17
2023/1/13,0:14:00,4,126,54,4,13,55,92.15,15,200127568,17
2023/1/13,0:29:00,4,100,30,4,8,58,91.8,15,200127568,17
2023/1/13,0:44:00,4,86,27,5,9,45,91.07,15,200127568,17
2023/1/13,0:59:00,4,80,17,8,9,46,91.46,15,200127568,17
2023/1/13,1:14:00,4,92,24,2,8,58,89.79,15,200127568,17
2023/1/13,1:29:00,4,94,27,7,10,50,89.97,15,200127568,17
2023/1/13,1:44:00,4,74,18,9,4,43,92.13,15,200127568,17
2023/1/13,1:59:00,4,76,24,6,6,40,91.99,15,200127568,17
2023/1/13,2:14:00,4,71,27,4,9,31,94.04,15,200127568,17
2023/1/13,2:29:00,4,90,21,2,14,53,94.8,15,200127568,17
2023/1/13,2:44:00,4,66,16,4,7,39,92.16,15,200127568,17
2023/1/13,2:59:00,4,76,18,2,12,44,91.33,15,200127568,17
2023/1/13,3:14:00,4,119,32,9,15,63,90.81,15,200127568,17
2023/1/13,3:29:00,4,111,33,6,10,62,86.86,15,200127568,17
2023/1/13,3:44:00,4,95,27,7,11,50,90.21,15,200127568,17
2023/1/13,3:59:00,4,93,20,10,12,51,89.63,15,200127568,17
2023/1/13,4:14:00,4,104,22,18,7,57,87.63,15,200127568,17
2023/1/13,4:29:00,4,119,40,11,8,60,90.44,15,200127568,17
2023/1/13,4:44:00,4,152,49,10,21,72,90.66,15,200127568,17
2023/1/13,4:59:00,4,177,58,10,18,91,92.82,15,200127568,17
2023/1/13,5:14:00,4,204,67,16,26,95,91.57,15,200127568,17
2023/1/13,5:29:00,4,272,139,24,22,87,93.3,15,200127568,17
2023/1/13,5:44:00,4,281,149,16,28,88,94.22,15,200127568,17
2023/1/13,5:59:00,4,332,159,41,25,107,94.77,15,200127568,17
2023/1/13,6:14:00,4,423,229,45,43,106,94.45,15,200127568,17
2023/1/13,6:29:00,4,544,298,74,39,133,91.93,15,200127568,17
2023/1/13,6:44:00,4,610,366,77,42,125,90.84,15,200127568,17
2023/1/13,6:59:00,4,662,368,80,79,135,89.34,15,200127568,17
2023/1/13,7:14:00,4,685,398,97,58,132,90.42,15,200127568,17
2023/1/13,7:29:00,4,702,437,78,57,130,88.15,15,200127568,17
2023/1/13,7:44:00,4,672,406,94,61,111,88.47,15,200127568,17
2023/1/13,7:59:00,4,669,400,78,64,127,90.98,15,200127568,17
2023/1/13,8:14:00,4,647,400,71,65,111,90.71,15,200127568,17
2023/1/13,8:29:00,4,653,406,75,53,119,92.96,15,200127568,17
2023/1/13,8:44:00,4,576,330,67,66,113,92.74,15,200127568,17
2023/1/13,8:58:00,4,518,293,60,49,116,92.94,14,200127568,17
2023/1/13,9:14:00,4,535,309,53,48,125,96.26,15,200127568,17
2023/1/13,9:29:00,4,500,284,61,58,97,95.2,15,200127568,17
2023/1/13,9:44:00,4,543,331,50,50,112,92.32,15,200127568,17
2023/1/13,9:59:00,4,495,275,51,57,112,95.1,15,200127568,17
2023/1/13,10:14:00,4,520,300,55,54,111,92.7,15,200127568,17
2023/1/13,10:29:00,4,549,338,52,51,108,93.86,15,200127568,17
2023/1/13,10:44:00,4,542,323,47,46,126,92.1,15,200127568,17
2023/1/13,10:59:00,4,616,382,49,60,125,91.58,15,200127568,17
2023/1/13,11:14:00,4,622,383,69,54,116,93.25,15,200127568,17
2023/1/13,11:29:00,4,612,399,62,50,101,95.04,15,200127568,17
2023/1/13,11:44:00,4,681,422,84,50,125,92.17,15,200127568,17
2023/1/13,11:59:00,4,675,429,68,60,118,92.1,15,200127568,17
2023/1/13,12:14:00,4,642,375,94,52,121,94.7,15,200127568,17
2023/1/13,12:29:00,4,681,430,76,54,121,93.68,15,200127568,17
2023/1/13,12:44:00,4,679,463,74,44,98,94.83,15,200127568,17
2023/1/13,12:59:00,4,700,480,77,53,90,93.64,15,200127568,17
2023/1/13,13:14:00,4,696,465,61,55,115,91.9,15,200127568,17
2023/1/13,13:29:00,4,678,457,78,50,93,91.85,15,200127568,17
2023/1/13,13:44:00,4,755,499,86,56,114,91.23,15,200127568,17
2023/1/13,13:59:00,4,784,540,75,55,114,89.86,15,200127568,17
2023/1/13,14:14:00,4,739,507,66,60,106,91.24,15,200127568,17
2023/1/13,14:29:00,4,692,501,62,43,86,89.57,15,200127568,17
2023/1/13,14:44:00,4,789,586,67,43,93,89.86,15,200127568,17
2023/1/13,14:59:00,4,769,569,68,43,89,92.08,15,200127568,17
2023/1/13,15:14:00,4,746,530,80,44,92,92.92,15,200127568,17
2023/1/13,15:29:00,4,729,528,72,43,86,93.79,15,200127568,17
2023/1/13,15:44:00,4,704,531,64,31,78,91.68,15,200127568,17
2023/1/13,15:59:00,4,770,592,77,24,77,90.18,15,200127568,17
2023/1/13,16:14:00,4,670,514,60,32,64,91.25,15,200127568,17
2023/1/13,16:29:00,4,784,607,74,30,73,79.29,15,200127568,17
2023/1/13,16:44:00,4,575,457,48,28,42,89.17,15,200127568,17
2023/1/13,16:59:00,4,696,544,61,29,62,91.34,14,200127568,17
2023/1/13,17:14:00,4,748,617,53,33,45,88.85,15,200127568,17
2023/1/13,17:29:00,4,608,476,44,24,64,94.87,15,200127568,17
2023/1/13,17:44:00,4,570,474,25,15,56,97.39,15,200127568,17
2023/1/13,17:59:00,4,632,523,38,14,58,94.76,14,200127568,17
2023/1/13,18:14:00,4,595,498,29,24,44,98.15,15,200127568,17
2023/1/13,18:29:00,4,595,482,32,29,52,97.97,15,200127568,17
2023/1/13,18:44:00,4,525,446,25,17,37,102.39,15,200127568,17
2023/1/13,18:59:00,4,454,392,22,15,25,104.86,15,200127568,17
2023/1/13,19:14:00,4,400,328,21,10,41,103.92,15,200127568,17
2023/1/13,19:29:00,4,402,323,20,11,48,103.25,15,200127568,17
2023/1/13,19:44:00,4,367,288,14,21,44,103.1,15,200127568,17
2023/1/13,19:59:00,4,324,271,15,7,31,107.7,15,200127568,17
2023/1/13,20:14:00,4,354,279,15,16,44,105.6,15,200127568,17
2023/1/13,20:29:00,4,288,232,14,9,33,107.02,15,200127568,17
2023/1/13,20:44:00,4,279,218,19,12,30,106.65,15,200127568,17
2023/1/13,20:59:00,4,243,184,13,10,36,103.07,15,200127568,17
2023/1/13,21:14:00,4,206,160,8,6,32,104.84,15,200127568,17
2023/1/13,21:29:00,4,228,171,11,14,32,104,15,200127568,17
2023/1/13,21:44:00,4,200,146,6,8,40,102.19,15,200127568,17
2023/1/13,21:59:00,4,146,97,7,8,34,102.55,15,200127568,17
2023/1/13,22:14:00,4,191,124,8,7,52,100.41,15,200127568,17
2023/1/13,22:29:00,4,161,116,2,7,36,103.3,15,200127568,17
2023/1/13,22:44:00,4,120,75,6,1,38,99.92,15,200127568,17
2023/1/13,22:59:00,4,110,61,7,6,36,102.52,15,200127568,17
2023/1/13,23:14:00,4,138,91,6,11,30,102.49,15,200127568,17
2023/1/13,23:29:00,4,105,59,2,8,36,99.26,15,200127568,17
2023/1/13,23:44:00,4,119,68,7,6,38,100.92,15,200127568,17
2023/1/13,23:59:00,4,102,57,8,2,35,101.56,15,200127568,17
2023/1/14,0:14:00,5,124,67,5,7,45,99.56,15,200127568,17
2023/1/14,0:29:00,5,110,48,9,11,42,98.42,15,200127568,17
2023/1/14,0:44:00,5,116,66,3,4,43,99.4,15,200127568,17
2023/1/14,0:59:00,5,89,42,5,6,36,98.63,15,200127568,17
2023/1/14,1:14:00,5,80,32,2,6,40,98.56,15,200127568,17
2023/1/14,1:29:00,5,63,20,6,4,33,94.53,15,200127568,17
2023/1/14,1:44:00,5,75,25,4,6,40,95.61,15,200127568,17
2023/1/14,1:59:00,5,64,12,8,7,37,94.57,15,200127568,17
2023/1/14,2:14:00,5,62,20,7,6,29,97.11,15,200127568,17
2023/1/14,2:29:00,5,88,29,3,9,47,95.35,15,200127568,17
2023/1/14,2:44:00,5,71,19,5,9,38,96.1,15,200127568,17
2023/1/14,2:59:00,5,81,27,5,8,41,96.05,15,200127568,17
2023/1/14,3:14:00,5,75,16,3,6,50,91.37,15,200127568,17
2023/1/14,3:29:00,5,99,38,1,6,54,93.71,15,200127568,17
2023/1/14,3:44:00,5,56,15,1,4,36,92.35,15,200127568,17
2023/1/14,3:59:00,5,69,15,5,3,46,94.1,15,200127568,17
2023/1/14,4:14:00,5,66,22,4,5,35,94.01,15,200127568,17
2023/1/14,4:29:00,5,63,21,4,6,32,94.51,15,200127568,17
2023/1/14,4:44:00,5,81,32,6,5,38,92.88,15,200127568,17
2023/1/14,4:59:00,5,77,23,4,7,43,93.93,15,200127568,17
2023/1/14,5:14:00,5,101,44,5,12,40,96.34,15,200127568,17
2023/1/14,5:29:00,5,139,71,12,10,46,99.04,15,200127568,17
2023/1/14,5:44:00,5,138,68,10,13,47,97.89,15,200127568,17
2023/1/14,5:59:00,5,137,79,11,12,35,101.27,15,200127568,17
2023/1/14,6:14:00,5,177,87,14,19,57,97.81,15,200127568,17
2023/1/14,6:29:00,5,197,121,13,16,47,98.67,15,200127568,17
2023/1/14,6:44:00,5,199,123,17,16,43,99.57,15,200127568,17
2023/1/14,6:59:00,5,166,84,22,21,39,99.92,15,200127568,17
2023/1/14,7:14:00,5,223,117,33,25,48,99.76,15,200127568,17
2023/1/14,7:29:00,5,220,129,28,18,45,99.42,15,200127568,17
2023/1/14,7:44:00,5,202,115,23,20,44,100.31,15,200127568,17
2023/1/14,7:59:00,5,278,192,24,25,37,102.17,15,200127568,17
2023/1/14,8:14:00,5,274,190,18,21,45,103.12,15,200127568,17
2023/1/14,8:29:00,5,334,247,26,21,40,104.45,15,200127568,17
2023/1/14,8:44:00,5,355,264,33,13,45,103.35,15,200127568,17
2023/1/14,8:59:00,5,381,301,26,17,37,104.05,15,200127568,17
2023/1/14,9:14:00,5,372,304,23,18,27,105.27,15,200127568,17
2023/1/14,9:29:00,5,454,377,34,5,38,104.18,15,200127568,17
2023/1/14,9:44:00,5,425,355,28,10,32,103.13,15,200127568,17
2023/1/14,9:59:00,5,513,423,27,20,43,102.33,15,200127568,17
2023/1/14,10:14:00,5,511,434,21,14,42,103.8,15,200127568,17
2023/1/14,10:29:00,5,574,488,30,20,36,101.43,15,200127568,17
2023/1/14,10:44:00,5,570,500,22,21,27,100.71,15,200127568,17
2023/1/14,10:59:00,5,591,518,25,13,35,101.01,15,200127568,17
2023/1/14,11:14:00,5,593,510,21,18,44,99.7,15,200127568,17
2023/1/14,11:29:00,5,655,571,27,15,42,95.6,15,200127568,17
2023/1/14,11:44:00,5,679,597,33,14,35,100.76,15,200127568,17
2023/1/14,11:59:00,5,679,593,34,20,32,99.83,15,200127568,17
2023/1/14,12:14:00,5,626,544,29,20,33,96.9,15,200127568,17
2023/1/14,12:29:00,5,609,528,35,9,37,101.71,15,200127568,17
2023/1/14,12:44:00,5,593,516,26,10,41,100.73,15,200127568,17
2023/1/14,12:59:00,5,546,479,25,12,30,102.75,15,200127568,17
2023/1/14,13:14:00,5,545,471,27,12,35,101.17,15,200127568,17
2023/1/14,13:29:00,5,607,524,27,23,33,101.9,15,200127568,17
2023/1/14,13:44:00,5,519,444,24,15,36,102.52,15,200127568,17
2023/1/14,13:59:00,5,511,438,29,9,35,101.55,15,200127568,17
2023/1/14,14:14:00,5,502,432,26,18,26,103.75,15,200127568,17
2023/1/14,14:29:00,5,466,387,26,16,37,103.95,15,200127568,17
2023/1/14,14:44:00,5,462,400,21,13,28,102.95,15,200127568,17
2023/1/14,14:59:00,5,476,406,23,12,35,103.89,15,200127568,17
2023/1/14,15:14:00,5,509,434,29,14,32,101.82,15,200127568,17
2023/1/14,15:29:00,5,500,448,12,11,29,103.38,15,200127568,17
2023/1/14,15:44:00,5,440,376,20,16,28,104.91,15,200127568,17
2023/1/14,15:59:00,5,493,414,25,16,38,101.89,15,200127568,17
2023/1/14,16:14:00,5,478,409,24,17,28,104.08,15,200127568,17
2023/1/14,16:29:00,5,448,385,30,14,19,104.39,15,200127568,17
2023/1/14,16:44:00,5,448,383,26,11,28,102.11,15,200127568,17
2023/1/14,16:58:00,5,421,372,17,12,20,102.04,14,200127568,17
2023/1/14,17:14:00,5,409,366,12,7,24,102.51,15,200127568,17
2023/1/14,17:29:00,5,375,325,18,11,21,102.77,15,200127568,17
2023/1/14,17:44:00,5,340,300,13,12,15,102.5,15,200127568,17
2023/1/14,17:59:00,5,355,314,13,10,18,102.91,15,200127568,17
2023/1/14,18:14:00,5,323,297,8,5,13,103.71,15,200127568,17
2023/1/14,18:29:00,5,346,308,14,9,15,100.92,15,200127568,17
2023/1/14,18:44:00,5,280,237,10,10,23,101.19,15,200127568,17
2023/1/14,18:59:00,5,263,231,12,7,13,104.27,15,200127568,17
2023/1/14,19:14:00,5,261,220,10,7,24,101.17,15,200127568,17
2023/1/14,19:29:00,5,290,239,13,10,28,102.53,15,200127568,17
2023/1/14,19:44:00,5,220,190,9,4,17,104.24,15,200127568,17
2023/1/14,19:59:00,5,239,195,9,5,30,102.42,15,200127568,17
2023/1/14,20:14:00,5,180,156,5,1,18,101.46,15,200127568,17
2023/1/14,20:29:00,5,190,164,13,2,11,103.27,15,200127568,17
